N,P,K,temperature,humidity,ph,label
17,29,26,26.14162,93.28415,6.071897,coconut
6,13,29,27.31156,99.96906,5.832608,coconut
23,6,33,29.18033,92.73041,6.02579,coconut
27,8,32,27.00648,96.46169,5.627861,coconut
34,6,27,25.84726,90.92669,5.86074,coconut
1,12,30,27.7543,95.94644,5.562224,coconut
31,6,26,29.12859,91.30925,5.741367,coconut
39,5,31,27.10135,93.6998,5.551963,coconut
31,13,33,27.63835,95.48763,5.859719,coconut
9,17,32,25.94952,93.40549,5.842318,coconut
27,10,33,27.81133,97.48411,6.465906,coconut
16,6,29,29.28725,91.95615,5.868285,coconut
7,15,32,25.03512,95.8974,6.182233,coconut
15,28,32,28.84271,99.64329,6.218572,coconut
37,18,30,27.63551,99.34855,6.384884,coconut
0,19,31,25.51791,94.38421,6.271953,coconut
8,26,26,25.5476,91.64195,5.702485,coconut
26,10,33,28.27298,96.93649,6.070718,coconut
22,11,29,28.03381,95.01631,5.955743,coconut
2,30,30,26.00175,94.79998,6.331052,coconut
25,12,26,28.56974,95.67907,6.436314,coconut
23,21,26,26.45489,93.45043,5.901496,coconut
33,14,35,27.14865,96.66355,6.027707,coconut
40,22,29,27.55822,99.98188,5.735364,coconut
22,8,33,28.43573,95.88404,5.665785,coconut
24,14,33,29.38073,93.27566,6.36622,coconut
20,28,26,26.37978,91.49883,5.547595,coconut
1,6,35,27.02269,95.71935,6.231663,coconut
31,29,35,27.18723,92.19907,6.137103,coconut
27,8,30,26.446,98.29938,6.008386,coconut
16,18,26,28.43647,91.81321,5.568366,coconut
10,9,28,29.01257,94.01014,6.282955,coconut
24,130,195,29.99677,81.54157,6.112306,grapes
2,123,198,39.64852,82.2108,6.253035,grapes
6,142,202,27.23708,82.94573,6.224543,grapes
36,125,196,37.46567,80.65969,6.155261,grapes
15,125,199,18.42699,80.55626,5.56923,grapes
8,120,196,24.06679,82.66397,6.053663,grapes
20,122,204,11.79765,80.86325,6.48737,grapes
33,120,205,35.12158,82.26891,5.550832,grapes
38,141,198,13.0581,80.28298,5.75701,grapes
8,139,199,29.36948,81.53996,6.336427,grapes
27,145,205,9.46796,82.29335,5.800243,grapes
40,126,201,11.36301,80.031,6.116983,grapes
22,133,201,23.81996,80.12212,6.002996,grapes
1,132,200,16.27853,82.9427,5.620746,grapes
14,121,203,9.724458,83.74766,6.158689,grapes
32,130,196,40.66012,81.24996,6.37296,grapes
39,145,201,36.73127,80.58932,5.7756,grapes
16,145,199,26.91625,80.76839,5.953966,grapes
29,122,196,41.94866,81.15595,5.638328,grapes
25,129,195,17.98668,81.17712,5.777271,grapes
38,120,197,17.54383,82.94703,6.323723,grapes
25,130,197,39.70772,82.68593,5.554832,grapes
3,136,205,17.58629,80.84807,6.334771,grapes
39,140,203,21.11904,80.63399,6.349876,grapes
34,133,202,15.31413,80.09711,5.804799,grapes
0,137,195,22.4359,80.18612,6.3295,grapes
36,128,204,25.23542,80.68701,5.695793,grapes
39,138,203,21.19339,82.33098,6.399434,grapes
8,133,195,20.46658,80.97598,6.45608,grapes
6,139,199,25.67385,81.62121,6.290998,grapes
36,133,198,25.5194,83.98352,6.228645,grapes
9,141,202,21.01245,81.17932,6.119495,grapes
32,129,201,16.36252,83.00472,6.487546,grapes
5,126,197,12.8,81.20876,6.417501,grapes
28,122,197,19.89364,82.73366,5.856575,grapes
16,139,203,17.82804,80.96093,6.275641,grapes
40,132,202,24.57558,80.70696,5.971813,grapes
11,124,204,13.42989,80.06634,6.361141,grapes
35,140,197,16.77557,82.75242,6.106191,grapes
39,132,196,35.83089,83.3256,5.778594,grapes
22,123,205,32.44578,83.88505,5.896343,grapes
31,144,202,11.02105,80.55557,5.870601,grapes
11,122,195,12.14191,83.56812,5.647202,grapes
12,142,203,31.3116,82.56407,5.972851,grapes
14,131,198,33.46412,83.86743,5.562791,grapes
37,135,205,11.82768,80.28272,5.510925,grapes
8,136,201,41.65603,82.22118,5.609256,grapes
11,132,197,15.99051,81.23967,5.734317,grapes
22,138,195,27.83487,83.51445,6.208197,grapes
32,121,199,39.37103,81.25354,6.129813,grapes
6,123,203,12.7568,81.62497,6.13031,grapes
6,140,205,17.66558,82.92903,6.313086,grapes
40,140,195,14.97847,80.4998,6.294396,grapes
35,135,199,21.77467,80.54943,6.40072,grapes
4,136,204,29.93708,81.77713,5.898944,grapes
28,145,202,19.20777,82.90428,6.484323,grapes
32,138,197,9.535586,80.73113,5.908724,grapes
3,134,199,20.2837,81.32236,5.817178,grapes
17,134,204,39.04072,80.18393,6.499605,grapes
38,135,203,41.36106,82.79783,6.444373,grapes
33,139,203,33.34214,82.51035,5.693287,grapes
15,140,195,13.28504,83.54194,5.699453,grapes
19,120,195,18.73932,81.12109,5.931538,grapes
39,129,203,34.38922,83.18393,5.863997,grapes
19,123,200,34.76086,81.03545,6.167014,grapes
24,140,205,12.08702,83.59399,5.932029,grapes
23,138,200,9.851243,80.22632,5.965379,grapes
7,126,203,16.76202,82.00336,5.66214,grapes
13,144,204,30.72804,82.42614,6.092242,grapes
25,121,201,30.50735,82.71776,5.594241,grapes
38,138,204,25.11108,83.25448,6.32548,grapes
31,136,197,31.11047,83.34011,5.653776,grapes
9,122,201,29.58748,80.91934,5.570291,grapes
23,142,197,39.06556,82.03813,6.000574,grapes
4,134,200,28.57829,80.95629,5.840256,grapes
6,125,204,27.92005,82.93262,5.73354,grapes
35,134,204,9.949929,82.55139,5.841138,grapes
29,142,203,29.67229,83.71499,5.891196,grapes
37,124,195,18.70679,83.47953,6.209928,grapes
16,130,201,29.12034,82.79093,5.682395,grapes
8,127,196,27.02766,83.17094,5.833302,grapes
26,135,203,33.78373,81.16314,5.685103,grapes
32,139,198,35.89308,82.66851,6.358187,grapes
37,144,197,11.18994,80.80843,6.415556,grapes
13,132,203,23.60115,82.48337,6.423217,grapes
21,139,201,19.36426,83.36094,5.980599,grapes
40,143,201,24.97256,82.72829,6.476758,grapes
20,142,196,10.89876,80.01639,6.207601,grapes
35,125,204,19.64918,80.15216,6.107742,grapes
32,120,204,10.38005,83.44518,6.138959,grapes
24,131,196,22.03296,83.74373,5.732454,grapes
30,120,200,38.06099,82.2473,6.234904,grapes
21,134,202,10.72302,80.02131,6.42542,grapes
32,141,204,8.825675,82.89754,5.536646,grapes
38,132,197,20.42095,81.54185,5.931102,grapes
17,136,195,41.20734,81.61051,6.389783,grapes
39,139,201,41.18665,81.01783,5.539981,grapes
6,128,200,25.96308,82.57814,5.838748,grapes
40,121,199,26.1816,81.03886,6.315586,grapes
39,127,202,15.32467,81.67216,6.477768,grapes
40,72,77,17.02498,16.98861,7.485996,chickpea
27,62,77,18.19737,14.71071,6.576416,chickpea
42,67,77,18.99424,15.93629,7.114405,chickpea
31,70,77,20.88819,14.32314,6.492546,chickpea
22,72,85,18.86806,15.65809,6.391174,chickpea
41,69,82,20.02381,16.63294,6.715587,chickpea
38,60,76,18.65054,17.80852,8.868741,chickpea
59,62,83,18.57666,19.22008,8.104396,chickpea
49,69,82,18.31561,15.36144,7.263119,chickpea
57,60,84,19.10343,17.26185,6.586777,chickpea
33,75,84,19.4621,18.72832,7.217018,chickpea
39,71,84,20.28156,16.39535,8.140825,chickpea
32,73,81,20.45079,15.40312,5.988993,chickpea
60,61,78,20.71219,19.83643,6.317153,chickpea
22,67,78,17.16606,14.42458,6.204091,chickpea
57,57,75,17.09104,18.25142,7.785039,chickpea
57,73,85,18.49311,14.72115,7.3581,chickpea
31,78,76,17.57212,14.99927,8.519976,chickpea
57,56,78,17.3415,18.75626,8.86148,chickpea
28,58,81,17.47501,16.54315,6.180427,chickpea
39,76,76,19.96837,15.57324,8.135901,chickpea
36,67,77,18.36953,19.56381,7.152811,chickpea
47,79,78,17.48395,14.76015,6.609697,chickpea
54,77,85,17.14186,17.06624,7.829211,chickpea
59,69,80,19.07938,17.86755,8.165359,chickpea
49,71,76,19.71098,17.63879,6.613072,chickpea
48,65,78,17.43733,14.33847,7.861128,chickpea
34,76,80,20.65692,15.84573,7.985417,chickpea
36,56,83,18.8978,19.76183,7.452671,chickpea
46,76,77,18.23568,19.68539,6.967843,chickpea
58,66,79,20.99374,19.3347,8.718193,chickpea
53,73,77,19.7136,18.09666,7.325451,chickpea
35,57,83,19.48317,17.44535,7.476801,chickpea
20,60,78,18.17235,14.70086,6.35874,chickpea
27,79,82,17.06579,17.54024,6.307005,chickpea
30,75,81,19.4179,16.80472,6.408438,chickpea
37,66,85,20.93175,18.91295,6.456148,chickpea
58,70,84,20.65432,16.60821,6.231049,chickpea
57,68,81,17.17013,17.30458,8.081095,chickpea
31,76,82,20.82485,17.85057,7.59928,chickpea
50,56,76,20.99502,19.86013,7.966605,chickpea
59,60,84,19.03025,18.66726,7.690962,chickpea
43,68,81,17.47809,17.93254,6.7616,chickpea
52,60,79,19.4534,18.23491,8.380185,chickpea
51,72,75,18.88853,14.99451,7.104225,chickpea
49,55,78,18.6558,16.17773,7.863114,chickpea
23,62,85,18.97425,19.51612,8.490127,chickpea
44,74,85,20.18649,19.6372,7.150681,chickpea
32,60,83,19.69142,19.44225,8.829273,chickpea
36,76,75,18.3812,16.63805,8.736338,chickpea
35,66,81,19.37101,15.77458,6.138244,chickpea
37,78,79,19.95265,14.82633,7.786366,chickpea
45,61,78,19.48649,16.0624,6.489389,chickpea
57,58,77,18.72649,17.58406,7.978997,chickpea
53,65,76,20.19138,16.41998,8.719961,chickpea
58,63,81,19.81345,14.69765,6.5155,chickpea
24,56,85,18.19904,17.41333,6.545889,chickpea
52,56,85,20.11874,14.44228,6.817124,chickpea
28,74,81,18.01272,18.30968,8.753795,chickpea
20,79,77,18.54989,16.02543,7.648675,chickpea
44,59,78,20.67526,19.85389,7.599033,chickpea
56,67,78,17.57446,16.71827,8.255451,chickpea
30,65,82,20.71424,15.27824,7.103798,chickpea
34,71,79,17.92781,15.85623,7.728998,chickpea
42,74,83,19.25826,14.28042,7.545258,chickpea
54,62,80,17.48912,16.39055,7.489545,chickpea
23,72,84,19.02061,17.13159,6.920251,chickpea
60,68,83,19.12065,18.43476,6.620901,chickpea
28,76,82,20.56602,14.25804,6.654425,chickpea
22,60,85,18.83929,14.74072,7.811998,chickpea
22,64,82,19.48974,17.1726,6.474025,chickpea
31,79,75,18.82023,16.10748,8.204862,chickpea
28,72,84,18.72963,19.18197,6.481783,chickpea
59,55,79,20.3672,16.89574,8.766129,chickpea
26,80,83,17.08499,16.14566,7.5286,chickpea
52,68,78,17.48504,16.96071,6.896552,chickpea
40,58,75,18.59191,14.7796,7.168096,chickpea
47,80,77,17.18248,16.42892,7.561108,chickpea
35,63,76,17.81565,17.60757,7.714153,chickpea
29,75,75,19.62416,18.71483,7.06479,chickpea
42,62,75,18.17912,18.90427,7.010571,chickpea
35,64,78,17.92846,14.27328,7.496645,chickpea
43,66,79,19.46234,15.22539,7.976608,chickpea
39,58,85,17.88776,15.4059,5.996932,chickpea
27,73,79,19.16288,15.83501,7.354973,chickpea
36,65,80,18.2872,16.67922,6.051091,chickpea
29,77,75,17.50361,15.48083,7.778592,chickpea
25,78,76,17.48043,15.75594,7.228963,chickpea
25,68,77,20.09341,15.1128,7.701446,chickpea
27,76,83,19.12829,14.92241,6.289614,chickpea
32,71,85,20.62767,14.44009,6.403982,chickpea
22,78,76,17.84852,19.09173,8.621663,chickpea
52,73,79,17.25769,18.74944,7.840339,chickpea
24,55,78,17.30288,15.15406,6.649196,chickpea
43,79,79,19.40752,18.98031,7.806748,chickpea
42,79,85,17.22385,15.82069,6.129534,chickpea
54,61,77,18.81198,15.21618,6.206582,chickpea
37,55,82,19.45592,18.02236,8.423874,chickpea
59,70,84,17.33487,18.74927,7.550808,chickpea
30,70,79,20.26942,19.96979,7.313122,chickpea
115,17,55,27.57827,94.11878,6.776533,muskmelon
85,21,52,29.62801,90.10052,6.075144,muskmelon
89,11,47,29.78714,94.65344,6.327823,muskmelon
95,27,55,28.47213,91.21322,6.160414,muskmelon
120,8,46,29.55658,90.70937,6.732834,muskmelon
86,18,45,28.96587,90.71833,6.566759,muskmelon
80,18,51,28.05381,91.81759,6.706053,muskmelon
93,22,48,29.12534,91.52291,6.776988,muskmelon
95,21,47,27.93114,93.56161,6.431971,muskmelon
104,25,55,29.81197,90.36881,6.123803,muskmelon
98,7,45,27.79162,92.51055,6.157725,muskmelon
81,25,49,29.86896,93.25103,6.07646,muskmelon
115,12,52,27.51492,94.96219,6.685553,muskmelon
119,5,55,29.68847,94.30112,6.168758,muskmelon
98,26,52,27.33898,90.69759,6.150091,muskmelon
89,9,47,29.47156,90.7707,6.668383,muskmelon
84,29,49,29.94349,93.90741,6.25142,muskmelon
88,17,52,29.90416,90.75284,6.646962,muskmelon
87,14,48,29.69239,92.58863,6.606033,muskmelon
107,22,54,27.99612,90.8466,6.630301,muskmelon
115,18,53,29.17052,94.1979,6.01248,muskmelon
108,26,52,28.82629,94.26765,6.201798,muskmelon
82,20,54,29.34034,90.01506,6.54115,muskmelon
110,14,51,27.02415,91.66738,6.085445,muskmelon
95,26,45,29.91691,94.55696,6.11753,muskmelon
93,20,50,29.93061,93.22981,6.448793,muskmelon
107,12,46,29.5724,93.6187,6.559763,muskmelon
104,25,51,28.96361,93.88482,6.469983,muskmelon
98,22,47,29.07265,91.91533,6.341401,muskmelon
102,11,45,29.03167,93.12603,6.355443,muskmelon
94,5,55,28.58546,91.89217,6.085682,muskmelon
83,7,45,29.08418,90.73892,6.704104,muskmelon
118,18,52,28.04944,90.83131,6.562833,muskmelon
107,11,54,28.59052,91.33617,6.094016,muskmelon
99,6,46,28.61475,94.22253,6.396379,muskmelon
87,6,45,29.82729,90.79007,6.400772,muskmelon
117,19,55,28.80312,91.78337,6.121745,muskmelon
114,8,52,29.34081,94.55135,6.419083,muskmelon
95,16,46,27.07673,90.14363,6.746695,muskmelon
109,26,45,28.27974,90.38971,6.224535,muskmelon
106,20,51,29.7302,90.97016,6.342573,muskmelon
113,20,48,27.46584,94.87679,6.440585,muskmelon
118,12,47,27.96872,92.17445,6.01074,muskmelon
120,23,55,27.84493,91.60667,6.732049,muskmelon
111,5,52,29.88431,94.03711,6.135996,muskmelon
100,17,48,29.72791,94.29753,6.367801,muskmelon
102,11,47,27.98781,92.78226,6.504907,muskmelon
106,10,49,27.72653,92.00688,6.350624,muskmelon
90,15,52,27.04927,91.38217,6.448062,muskmelon
99,12,52,28.69708,94.3076,6.002927,muskmelon
90,23,54,28.55852,90.45773,6.159021,muskmelon
85,9,53,28.20619,92.86799,6.447663,muskmelon
83,15,49,28.92706,91.39357,6.438008,muskmelon
81,30,48,28.5238,92.09688,6.041027,muskmelon
114,27,48,27.82055,93.03555,6.528404,muskmelon
100,6,53,29.05248,93.92218,6.10591,muskmelon
95,13,46,29.84071,93.76313,6.12602,muskmelon
116,25,50,29.26093,92.92368,6.088886,muskmelon
117,25,54,28.68276,92.50969,6.150686,muskmelon
106,16,54,28.96018,91.69532,6.585873,muskmelon
111,15,54,27.70584,92.91186,6.19409,muskmelon
99,29,55,29.19379,91.46241,6.660955,muskmelon
85,21,47,29.87331,90.60932,6.18677,muskmelon
101,25,52,29.0991,94.22238,6.750146,muskmelon
101,17,47,29.49401,94.72981,6.185053,muskmelon
95,23,45,27.82424,90.56699,6.266209,muskmelon
95,7,45,27.30009,90.80015,6.031666,muskmelon
115,9,52,29.06785,90.97686,6.019372,muskmelon
120,16,51,27.99902,91.64193,6.547042,muskmelon
106,21,52,28.89579,94.78993,6.286515,muskmelon
82,26,47,28.50416,93.46806,6.565313,muskmelon
120,25,50,28.05458,94.81637,6.32721,muskmelon
102,24,54,27.72338,90.93898,6.698469,muskmelon
82,13,52,27.11535,94.86908,6.44281,muskmelon
109,12,48,29.45772,92.12535,6.708744,muskmelon
113,28,48,28.87726,92.4884,6.170521,muskmelon
87,21,52,27.35063,94.2912,6.067665,muskmelon
117,25,53,29.11859,92.12543,6.413927,muskmelon
91,13,47,29.10968,92.43511,6.144109,muskmelon
113,6,52,27.76317,90.35568,6.740984,muskmelon
98,26,49,27.29036,90.5333,6.13016,muskmelon
89,25,50,27.04864,91.34685,6.375923,muskmelon
110,22,47,29.03157,91.82173,6.243674,muskmelon
108,22,47,28.53546,91.72743,6.161124,muskmelon
84,21,55,28.47091,94.79453,6.494251,muskmelon
114,30,51,29.24909,90.06998,6.069172,muskmelon
83,11,53,29.54097,92.91778,6.163921,muskmelon
95,30,52,29.4807,90.33699,6.640471,muskmelon
110,15,48,28.5782,92.86597,6.212567,muskmelon
84,18,46,27.08808,93.42402,6.78105,muskmelon
110,25,54,28.91106,90.78414,6.425931,muskmelon
80,18,52,27.87317,91.1485,6.4848,muskmelon
100,14,49,29.48883,91.07574,6.365957,muskmelon
111,5,50,27.5935,91.79743,6.399891,muskmelon
111,5,47,28.03306,91.47356,6.274453,muskmelon
82,18,48,29.09588,94.16748,6.159051,muskmelon
117,24,53,29.17221,92.21405,6.293486,muskmelon
96,13,55,29.52753,94.57459,6.700338,muskmelon
102,25,50,28.20481,92.9144,6.099662,muskmelon
87,25,46,27.42712,90.02696,6.379691,muskmelon
7,21,20,23.71475,57.3647,6.375923,Pumpkin
2,6,5,23.34467,55.32223,6.400338,Pumpkin
5,15,14,22.31254,52.88667,6.465313,Pumpkin
14,42,41,23.50201,56.18108,6.399891,Pumpkin
9,27,26,23.4626,60.39523,6.18677,Pumpkin
8,24,23,23.06204,52.26995,6.159021,Pumpkin
10,30,29,22.35548,50.40609,6.460955,Pumpkin
12,36,35,23.99686,63.65861,6.404907,Pumpkin
11,33,32,21.8013,51.11044,6.406053,Pumpkin
13,39,38,23.80436,69.35161,6.067665,Pumpkin
1,3,2,23.71475,55.55165,6.406053,Pumpkin
29,87,86,23.34467,52.50988,6.067665,Pumpkin
14,42,41,22.31254,57.27927,6.419083,Pumpkin
17,51,50,23.50201,51.93952,6.396379,Pumpkin
15,45,44,22.19109,55.99375,6.375923,Pumpkin
20,60,59,23.61192,62.26245,6.400338,Pumpkin
10,30,29,23.86087,68.00096,6.465313,Pumpkin
21,63,62,21.42177,52.95262,6.159021,Pumpkin
22,66,65,22.36629,60.516,6.399891,Pumpkin
24,72,71,23.4626,57.53161,6.18677,Pumpkin
23,69,68,23.06204,57.72921,6.159021,Pumpkin
12,36,35,27.93114,60.49245,6.159021,Pumpkin
30,90,89,29.45772,51.29044,6.793245,Pumpkin
21,63,62,27.96872,62.65693,6.576261,Pumpkin
8,24,23,29.48883,66.7609,6.751453,Pumpkin
16,48,47,29.47156,66.99765,6.560743,Pumpkin
15,45,44,27.07673,52.89368,6.938313,Pumpkin
13,39,38,27.30009,68.493,6.991626,Pumpkin
11,33,32,29.82729,55.27565,6.9777,Pumpkin
12,36,35,29.93061,52.13864,6.833769,Pumpkin
14,42,41,29.94349,51.29143,6.73917,Pumpkin
21,63,62,28.03306,64.72543,6.993473,Pumpkin
22,66,65,29.88431,51.59101,6.757471,Pumpkin
24,72,71,27.70584,67.09608,6.850663,Pumpkin
23,69,68,29.78714,60.76645,6.742749,Pumpkin
26,78,77,22.19109,58.45743,6.506121,Pumpkin
25,75,74,23.61192,53.00366,6.989927,Pumpkin
27,81,80,23.86087,54.3033,6.692156,Pumpkin
20,60,59,21.42177,64.10652,6.54403,Pumpkin
28,84,83,22.36629,55.83289,6.927804,Pumpkin
11,33,32,23.4626,56.76853,6.721836,Pumpkin
22,66,65,23.06204,65.64381,6.992234,Pumpkin
24,72,71,27.93114,66.02411,6.704204,Pumpkin
20,60,59,29.45772,62.14451,6.702425,Pumpkin
28,84,83,27.96872,62.26595,6.641099,Pumpkin
26,78,77,29.48883,63.55324,6.585346,Pumpkin
8,24,23,29.47156,61.03273,6.563135,Pumpkin
7,21,20,27.07673,54.36976,6.502289,Pumpkin
22,66,65,27.30009,54.28618,6.800321,Pumpkin
5,15,14,29.82729,52.24226,6.721131,Pumpkin
7,21,20,27.30009,55.74973,6.574678,Pumpkin
20,60,59,29.82729,61.26003,6.919342,Pumpkin
15,45,44,29.93061,55.51673,6.51978,Pumpkin
14,42,41,29.94349,50.5634,6.687088,Pumpkin
9,27,26,28.03306,57.9325,6.747976,Pumpkin
8,24,23,29.88431,54.41094,6.651491,Pumpkin
10,30,29,27.70584,61.10935,6.502675,Pumpkin
12,36,35,29.78714,67.37768,6.109478,Pumpkin
11,33,32,22.19109,68.66258,7.095413,Pumpkin
13,39,38,23.61192,53.57286,6.352077,Pumpkin
21,63,62,23.86087,52.25738,6.65877,Pumpkin
29,87,86,21.42177,65.10652,7.051822,Pumpkin
14,42,41,22.36629,65.83289,7.333143,Pumpkin
17,51,50,23.4626,66.76853,6.352771,Pumpkin
15,45,44,23.06204,65.64381,7.12405,Pumpkin
20,60,59,27.96872,66.02411,6.998787,Pumpkin
10,30,29,29.48883,69.94807,6.537915,Pumpkin
21,63,62,29.47156,53.83876,7.171054,Pumpkin
22,66,65,27.07673,63.37479,7.228268,Pumpkin
24,72,71,27.30009,64.47859,7.319952,Pumpkin
23,69,68,29.82729,62.67088,6.613341,Pumpkin
12,36,35,27.30009,67.96911,6.096839,Pumpkin
30,90,89,29.82729,52.31099,6.132571,Pumpkin
21,63,62,29.93061,64.57578,7.360085,Pumpkin
8,24,23,29.94349,54.15319,7.321619,Pumpkin
16,48,47,28.03306,68.42334,7.175171,Pumpkin
15,45,44,29.88431,52.26312,7.299076,Pumpkin
13,39,38,27.70584,67.06231,6.842966,Pumpkin
11,33,32,23.61192,68.44031,6.356296,Pumpkin
12,36,35,23.86087,68.4803,6.508343,Pumpkin
14,42,41,21.42177,58.84881,7.098228,Pumpkin
21,63,62,22.36629,69.71184,6.3107,Pumpkin
22,66,65,23.4626,50.50149,7.093329,Pumpkin
24,72,71,23.06204,56.4683,6.691074,Pumpkin
23,69,68,27.96872,50.66687,6.187747,Pumpkin
26,78,77,29.48883,58.52534,6.491506,Pumpkin
25,75,74,29.47156,57.56696,6.855363,Pumpkin
27,81,80,27.07673,62.01836,7.124572,Pumpkin
20,60,59,27.30009,52.97841,6.067302,Pumpkin
28,84,83,29.82729,65.44341,6.432052,Pumpkin
11,33,32,27.30009,55.19622,6.253409,Pumpkin
22,66,65,23.61192,62.88179,7.287319,Pumpkin
24,72,71,27.07673,57.04151,7.161866,Pumpkin
20,60,59,27.30009,50.04557,6.065898,Pumpkin
28,84,83,29.82729,53.74145,7.311077,Pumpkin
26,78,77,27.30009,66.41327,6.608668,Pumpkin
8,24,23,23.06204,56.63636,6.840802,Pumpkin
22,66,65,27.96872,67.22512,6.834808,Pumpkin
5,15,14,29.48883,52.12739,6.953439,Pumpkin
7,21,20,29.47156,60.39647,6.665025,Pumpkin
56,79,15,29.4844,63.19915,7.454532,blackgram
51,56,18,28.12788,64.20978,6.706506,blackgram
36,66,15,30.08545,69.34812,6.668239,blackgram
58,61,15,30.94908,64.23364,7.402892,blackgram
38,62,25,32.74774,67.77955,7.453975,blackgram
55,60,15,32.79767,68.77994,7.163044,blackgram
25,68,19,29.39983,64.25511,7.10845,blackgram
35,72,21,34.03619,64.28791,7.741419,blackgram
32,66,17,34.94662,65.26774,7.162358,blackgram
29,67,21,29.79181,63.38789,6.621324,blackgram
48,62,15,25.36586,66.63797,7.538631,blackgram
44,63,15,26.42333,64.51137,7.33893,blackgram
20,72,19,32.47648,64.34849,7.397191,blackgram
57,67,25,32.34744,66.61453,7.551364,blackgram
52,65,20,32.81705,66.15665,6.814301,blackgram
29,76,15,28.54172,64.20202,7.025608,blackgram
41,74,18,28.75752,61.02701,6.599147,blackgram
50,55,16,28.81461,65.33538,7.581443,blackgram
49,68,22,28.56841,61.53279,7.127064,blackgram
44,58,18,28.03644,65.06602,6.814411,blackgram
21,80,20,28.20667,68.27085,7.35087,blackgram
42,73,25,34.03679,67.21114,6.501869,blackgram
58,71,15,27.82593,67.58619,6.919244,blackgram
40,63,18,30.41588,67.66324,6.744412,blackgram
27,64,21,32.84213,68.68401,7.543804,blackgram
37,79,19,27.54385,69.34786,7.143943,blackgram
22,55,20,33.95309,69.961,7.42353,blackgram
25,65,21,33.86351,68.59232,6.880246,blackgram
57,60,17,26.23773,67.88521,7.504608,blackgram
20,60,25,27.32542,69.09048,6.726469,blackgram
39,60,21,34.89815,63.59949,6.972977,blackgram
43,68,20,29.57813,66.17588,7.497469,blackgram
33,75,21,33.04688,68.93876,6.690655,blackgram
52,70,16,33.66855,66.60417,7.534812,blackgram
42,61,22,26.27274,62.28815,7.418651,blackgram
60,59,22,31.86847,66.74217,7.191523,blackgram
49,76,18,27.05365,67.70175,7.393632,blackgram
25,71,24,28.49539,60.44848,7.187722,blackgram
44,77,21,32.63919,61.30091,7.32698,blackgram
50,74,17,27.10053,63.36086,6.540821,blackgram
34,66,19,32.97031,60.18122,7.586642,blackgram
26,67,16,29.10713,67.90577,7.176208,blackgram
21,72,17,31.52105,66.55724,7.580527,blackgram
49,72,15,31.55846,67.83564,7.137005,blackgram
33,77,21,30.32992,65.62972,7.012855,blackgram
24,80,19,29.67892,69.08546,6.808042,blackgram
20,62,18,29.36359,64.98743,7.366543,blackgram
42,58,25,27.45854,62.90021,6.513621,blackgram
58,79,17,27.24766,66.10123,7.041741,blackgram
28,65,23,28.38687,61.88871,7.405176,blackgram
43,61,20,26.87187,61.61367,6.804254,blackgram
21,78,19,27.16159,66.76017,6.92009,blackgram
25,76,17,31.74105,68.63525,7.241149,blackgram
44,76,22,27.26459,68.01233,7.775306,blackgram
55,67,16,34.37329,69.69366,6.596719,blackgram
21,62,24,33.49077,62.73317,6.847383,blackgram
40,68,17,34.1263,65.14877,7.73315,blackgram
20,68,17,30.11873,60.11681,6.578715,blackgram
55,78,21,33.39439,62.93693,6.602888,blackgram
41,78,21,25.19858,60.37333,6.581313,blackgram
29,70,15,30.335,63.54719,6.872594,blackgram
59,55,19,31.74379,62.51008,7.332375,blackgram
58,75,25,25.25596,61.3667,7.261792,blackgram
35,64,15,28.47442,63.53604,6.500145,blackgram
39,73,24,25.65843,61.18236,7.224059,blackgram
42,79,23,27.71678,63.29103,6.781842,blackgram
27,62,24,28.63005,66.77094,7.353877,blackgram
30,64,20,33.86429,61.57072,6.573532,blackgram
44,75,22,30.03284,64.14801,7.574562,blackgram
34,60,16,31.35731,64.24992,7.322555,blackgram
34,80,19,31.49338,63.05636,6.521218,blackgram
21,63,22,25.09737,67.72838,6.859409,blackgram
55,66,22,30.91219,68.79427,7.747775,blackgram
37,62,17,25.68577,69.84354,7.121255,blackgram
41,62,15,29.384,64.14928,7.358975,blackgram
44,55,25,29.63211,65.9136,7.421608,blackgram
59,63,18,31.65531,60.13264,6.526692,blackgram
56,75,15,30.20157,60.06535,7.152272,blackgram
29,63,17,30.0263,67.88812,7.261543,blackgram
53,74,15,29.43464,64.94329,7.517097,blackgram
23,70,15,34.60082,63.11297,7.403623,blackgram
27,60,17,26.41768,63.64698,7.026795,blackgram
58,73,16,33.36984,65.67718,6.874142,blackgram
50,64,25,28.84079,63.37231,6.734447,blackgram
30,65,25,32.88734,64.59457,7.706509,blackgram
52,63,19,29.58949,68.32177,6.928899,blackgram
56,76,16,28.27266,61.18956,7.513151,blackgram
48,61,21,30.28497,61.69295,6.628265,blackgram
47,63,16,27.44003,67.10464,6.661871,blackgram
28,68,19,34.63881,61.38598,7.699507,blackgram
33,80,22,28.57006,65.71766,6.593962,blackgram
52,71,16,27.74275,68.53997,7.075886,blackgram
50,58,23,27.81327,62.5046,7.596802,blackgram
25,62,21,26.73434,68.14,7.040056,blackgram
55,77,22,31.43451,62.99303,7.760618,blackgram
23,57,19,32.83964,67.99804,7.251001,blackgram
20,68,23,25.54961,63.95426,7.707332,blackgram
52,58,16,30.64096,61.14509,7.167436,blackgram
59,58,17,28.54622,66.31394,7.368319,blackgram
